1.250000000000000000e+02,1.628444388078552113e-07,1.203829881953688131e-05,0.000000000000000000e+00,4.080218306973599932e-07,2.516279922010888356e-05,0.000000000000000000e+00
3.750000000000000000e+02,2.010195312844928258e-07,7.842044714584081564e-06,0.000000000000000000e+00,7.915619078693568822e-07,4.499863111182560605e-05,0.000000000000000000e+00
6.250000000000000000e+02,1.887175992044992280e-07,7.957720263867440913e-06,0.000000000000000000e+00,1.016488351843888250e-06,7.705706907413680917e-05,0.000000000000000000e+00
8.750000000000000000e+02,1.746715751057200193e-07,7.461233798934080639e-06,0.000000000000000000e+00,1.074836711343208157e-06,1.026737483049784043e-04,0.000000000000000000e+00
1.125000000000000000e+03,1.715164787982184374e-07,8.215765204798800093e-06,0.000000000000000000e+00,1.007666557503135268e-06,1.210226458913208226e-04,0.000000000000000000e+00
1.375000000000000000e+03,1.615365965188360188e-07,9.786126383115281062e-06,0.000000000000000000e+00,9.878608613496305368e-07,1.297380943147784368e-04,0.000000000000000000e+00
1.625000000000000000e+03,1.539492258666041132e-07,9.782880656774720150e-06,0.000000000000000000e+00,8.991912118411025446e-07,1.328297452739224079e-04,0.000000000000000000e+00
1.875000000000000000e+03,1.600517531069380288e-07,9.178737733880001451e-06,0.000000000000000000e+00,7.635265855866969029e-07,1.423275221549192182e-04,0.000000000000000000e+00
2.125000000000000000e+03,1.562161283168965870e-07,8.488680519859760350e-06,0.000000000000000000e+00,7.806249653531032823e-07,1.445547715764152255e-04,0.000000000000000000e+00
2.375000000000000000e+03,1.532402751292890504e-07,7.763931998236481998e-06,0.000000000000000000e+00,6.903812104238105137e-07,1.422668170406384295e-04,0.000000000000000000e+00
2.625000000000000000e+03,1.603426009100432254e-07,7.098646556079760859e-06,0.000000000000000000e+00,5.930728055604265517e-07,1.429501147780640115e-04,0.000000000000000000e+00
2.875000000000000000e+03,1.464191414541205062e-07,6.472356570254960167e-06,0.000000000000000000e+00,6.393411026451769294e-07,1.407004356197968042e-04,0.000000000000000000e+00
3.125000000000000000e+03,1.335215595025928337e-07,5.571709102591632753e-06,0.000000000000000000e+00,5.164778927294545101e-07,1.287188249043928366e-04,0.000000000000000000e+00
3.375000000000000000e+03,1.342500155720838581e-07,4.890815711283744777e-06,0.000000000000000000e+00,5.049200500055017109e-07,1.106019249667552145e-04,0.000000000000000000e+00
3.625000000000000000e+03,1.287463362127175362e-07,4.514543454822720574e-06,0.000000000000000000e+00,4.173042648044863968e-07,9.122141854529441029e-05,0.000000000000000000e+00
3.875000000000000000e+03,1.320223616730629696e-07,4.832134937951024738e-06,0.000000000000000000e+00,4.304080167218832506e-07,7.024569406455040996e-05,0.000000000000000000e+00
4.125000000000000000e+03,1.260710910285516843e-07,5.399346035172496924e-06,0.000000000000000000e+00,3.841286876835575349e-07,4.930285797365280672e-05,0.000000000000000000e+00
4.375000000000000000e+03,1.291969985412568142e-07,5.298642907228705118e-06,0.000000000000000000e+00,3.278335826479983249e-07,3.146189207330048556e-05,0.000000000000000000e+00
4.625000000000000000e+03,1.282300656484144165e-07,4.948086115157945209e-06,0.000000000000000000e+00,3.383138950133008102e-07,1.852311033966800075e-05,0.000000000000000000e+00
4.875000000000000000e+03,1.270296740207545590e-07,4.332152149201272562e-06,0.000000000000000000e+00,3.075048603602430808e-07,1.038938458990608121e-05,0.000000000000000000e+00
5.125000000000000000e+03,1.100880959175289848e-07,3.999451219077248310e-06,0.000000000000000000e+00,2.703198120836602870e-07,6.326727946428384658e-06,0.000000000000000000e+00
5.375000000000000000e+03,1.061076776611526581e-07,3.585915323058992503e-06,0.000000000000000000e+00,2.562597759569856828e-07,4.712842740112584695e-06,0.000000000000000000e+00
5.625000000000000000e+03,1.201463978641229819e-07,3.327793951362496545e-06,0.000000000000000000e+00,2.225591005044281776e-07,3.898816401653008551e-06,0.000000000000000000e+00
5.875000000000000000e+03,1.149479410958692163e-07,2.950437056118904271e-06,0.000000000000000000e+00,1.835590777203136924e-07,3.236243972612376745e-06,0.000000000000000000e+00
6.125000000000000000e+03,1.071123398380129716e-07,2.566350850574447489e-06,0.000000000000000000e+00,1.875206729125708279e-07,2.820236312904824439e-06,0.000000000000000000e+00
6.375000000000000000e+03,1.049307612170021731e-07,2.413056015905744222e-06,0.000000000000000000e+00,1.603583809749152166e-07,2.582802243495408239e-06,0.000000000000000000e+00
6.625000000000000000e+03,1.076232933157360055e-07,2.264094286594245999e-06,0.000000000000000000e+00,1.709419255200439403e-07,2.435517061665072661e-06,0.000000000000000000e+00
