5.040000000000000209e-03,2.093000000000000000e+08
1.008000000000000042e-02,8.252400000000000000e+08
1.511999999999999976e-02,1.835860000000000000e+09
2.016000000000000084e-02,3.217240000000000000e+09
2.520000000000000018e-02,4.963400000000000000e+09
3.023999999999999952e-02,7.050420000000000000e+09
3.527999999999999886e-02,9.460360000000000000e+09
4.032000000000000167e-02,1.218724000000000000e+10
4.537000000000000061e-02,1.520714000000000191e+10
5.041000000000000342e-02,1.850212000000000000e+10
5.544999999999999929e-02,2.207218000000000000e+10
6.049000000000000210e-02,2.588742000000000000e+10
6.553000000000000491e-02,2.993588000000000381e+10
7.056999999999999384e-02,3.421158000000000381e+10
7.560999999999999666e-02,3.868462000000000000e+10
8.064999999999999947e-02,4.335500000000000000e+10
8.569000000000000228e-02,4.820478000000000000e+10
9.073000000000000509e-02,5.321602000000000000e+10
9.576999999999999402e-02,5.837078000000000000e+10
1.008099999999999968e-01,6.366906000000000000e+10
1.058499999999999996e-01,6.908694000000000000e+10
1.108900000000000025e-01,7.461246000000000000e+10
1.159300000000000053e-01,8.023366000000000000e+10
1.209699999999999942e-01,8.593260000000000000e+10
1.260100000000000109e-01,9.170330000000000000e+10
1.310600000000000098e-01,9.753380000000000000e+10
1.360999999999999988e-01,1.034001800000000000e+11
1.411399999999999877e-01,1.093024400000000000e+11
1.461800000000000044e-01,1.152166600000000000e+11
1.512199999999999933e-01,1.211428399999999847e+11
1.562600000000000100e-01,1.270570599999999847e+11
1.612999999999999989e-01,1.329533400000000000e+11
1.663399999999999879e-01,1.388197200000000000e+11
1.713800000000000046e-01,1.446382600000000000e+11
1.764199999999999935e-01,1.504029800000000000e+11
1.814600000000000102e-01,1.561079000000000000e+11
1.864999999999999991e-01,1.617231200000000000e+11
1.915399999999999880e-01,1.672546200000000000e+11
1.965800000000000047e-01,1.726844600000000000e+11
2.016199999999999937e-01,1.780006800000000000e+11
2.066600000000000104e-01,1.831913200000000000e+11
2.117100000000000093e-01,1.882444200000000000e+11
2.167499999999999982e-01,1.931540000000000000e+11
2.217899999999999872e-01,1.979021200000000000e+11
2.268300000000000038e-01,2.024768200000000000e+11
2.318699999999999928e-01,2.068721200000000000e+11
2.369100000000000095e-01,2.110820400000000000e+11
2.419499999999999984e-01,2.150766800000000000e+11
2.469899999999999873e-01,2.188620200000000000e+11
2.520299999999999763e-01,2.224201200000000000e+11
2.570700000000000207e-01,2.257390200000000000e+11
2.621100000000000096e-01,2.288067600000000000e+11
2.671499999999999986e-01,2.316113800000000000e+11
2.721899999999999875e-01,2.341409200000000000e+11
2.772299999999999764e-01,2.363834200000000000e+11
2.822700000000000209e-01,2.383269200000000000e+11
2.873100000000000098e-01,2.399594599999999695e+11
2.923499999999999988e-01,2.412571200000000000e+11
2.973999999999999977e-01,2.422199000000000305e+11
3.024399999999999866e-01,2.428179000000000000e+11
3.074799999999999756e-01,2.430511200000000000e+11
3.125200000000000200e-01,2.428896600000000000e+11
3.175600000000000089e-01,2.423215600000000000e+11
3.225999999999999979e-01,2.413288799999999695e+11
3.276399999999999868e-01,2.398817200000000000e+11
3.326799999999999757e-01,2.379681200000000000e+11
3.377200000000000202e-01,2.355581800000000000e+11
3.427600000000000091e-01,2.326220000000000000e+11
3.477999999999999980e-01,2.291296800000000000e+11
3.528399999999999870e-01,2.250393600000000000e+11
3.578799999999999759e-01,2.203151600000000000e+11
3.629200000000000204e-01,2.149032600000000000e+11
3.679600000000000093e-01,2.087438600000000000e+11
3.729999999999999982e-01,2.017652000000000000e+11
3.780399999999999872e-01,1.938835600000000000e+11
3.830899999999999861e-01,1.849733600000000000e+11
3.881299999999999750e-01,1.748910800000000000e+11
3.931700000000000195e-01,1.634334000000000000e+11
3.982100000000000084e-01,1.503132800000000000e+11
4.032499999999999973e-01,1.350822200000000153e+11
4.082899999999999863e-01,1.170106600000000000e+11
4.133299999999999752e-01,9.467536000000000000e+10
4.183700000000000196e-01,6.448234000000000000e+10
4.234100000000000086e-01,5.980000000000000000e+06
