1.000000000000000000e+01,-9.749999999999999778e-01,2.617595886610006535e-05,4.931168497988117636e-04,0.000000000000000000e+00,4.486101657443887297e-05,3.772100142677114174e-04,0.000000000000000000e+00
1.123654800138750964e+01,-9.749999999999999778e-01,3.504666155426737728e-05,5.571878910551601076e-04,0.000000000000000000e+00,5.739973494262539094e-05,4.361672855913286892e-04,0.000000000000000000e+00
1.262600109874856535e+01,-9.749999999999999778e-01,4.592279861863452596e-05,6.209101861096027889e-04,0.000000000000000000e+00,7.200933797392210440e-05,4.967946271847882090e-04,0.000000000000000000e+00
1.418726674116596165e+01,-9.749999999999999778e-01,5.891068024288163260e-05,6.825277128627067367e-04,0.000000000000000000e+00,8.860037508793450645e-05,5.575109779391855709e-04,0.000000000000000000e+00
1.594159037455998806e+01,-9.749999999999999778e-01,7.400994609100926204e-05,7.402276238042000125e-04,0.000000000000000000e+00,1.069497490124605434e-04,6.165687257164599719e-04,0.000000000000000000e+00
1.791284454622003963e+01,-9.749999999999999778e-01,9.108835498621055816e-05,7.922329142240600898e-04,0.000000000000000000e+00,1.266925571308951011e-04,6.721402458943840632e-04,0.000000000000000000e+00
2.012785375849939484e+01,-9.749999999999999778e-01,1.098648360956504542e-04,8.368973126819595010e-04,0.000000000000000000e+00,1.473259373954193333e-04,7.224161605884912114e-04,0.000000000000000000e+00
2.261675949222864546e+01,-9.749999999999999778e-01,1.299044440283154403e-04,8.727950317390673150e-04,0.000000000000000000e+00,1.682262481210753063e-04,7.657075912539431772e-04,0.000000000000000000e+00
2.541343036702636482e+01,-9.749999999999999778e-01,1.506277917945865409e-04,8.987983377437751362e-04,0.000000000000000000e+00,1.886793607262353953e-04,8.005439962656030238e-04,0.000000000000000000e+00
2.855592301990107629e+01,-9.749999999999999778e-01,1.713359022448753812e-04,9.141369446697428930e-04,0.000000000000000000e+00,2.079221608573941153e-04,8.257584246006891395e-04,0.000000000000000000e+00
3.208699997370450063e+01,-9.749999999999999778e-01,1.912494387226539613e-04,9.184348823567835404e-04,0.000000000000000000e+00,2.251917970785982941e-04,8.405531534779294356e-04,0.000000000000000000e+00
3.605471154250502508e+01,-9.749999999999999778e-01,2.095592573625350416e-04,9.117225348640744815e-04,0.000000000000000000e+00,2.397780435308334590e-04,8.445405659527946808e-04,0.000000000000000000e+00
4.051304969235381748e+01,-9.749999999999999778e-01,2.254835073034821636e-04,8.944237480748598547e-04,0.000000000000000000e+00,2.510735554295383948e-04,8.377565203280656209e-04,0.000000000000000000e+00
4.552268275507309880e+01,-9.749999999999999778e-01,2.383253956751748138e-04,8.673200174297633451e-04,0.000000000000000000e+00,2.586169013211547883e-04,8.206460645099255755e-04,0.000000000000000000e+00
5.115178099293142822e+01,-9.749999999999999778e-01,2.475254368656096726e-04,8.314955630916677151e-04,0.000000000000000000e+00,2.621240453345189889e-04,7.940238408619878238e-04,0.000000000000000000e+00
5.747694424835352578e+01,-9.749999999999999778e-01,2.527025832796517312e-04,7.882684111532049700e-04,0.000000000000000000e+00,2.615053043459909386e-04,7.590136300229415912e-04,0.000000000000000000e+00
6.458424430196977539e+01,-9.749999999999999778e-01,2.536799956519442275e-04,7.391133272976145845e-04,0.000000000000000000e+00,2.568665081410467267e-04,7.169729853965894862e-04,0.000000000000000000e+00
7.257039612324216193e+01,-9.749999999999999778e-01,2.504931285440615868e-04,6.855825724513738570e-04,0.000000000000000000e+00,2.484948863905039472e-04,6.694096968434074544e-04,0.000000000000000000e+00
8.154407395185161533e+01,-9.749999999999999778e-01,2.433799675273282223e-04,6.292300189031205422e-04,0.000000000000000000e+00,2.368318355576034227e-04,6.178968757491749408e-04,0.000000000000000000e+00
9.162739011886736762e+01,-9.749999999999999778e-01,2.327553211835871490e-04,5.715432874683764545e-04,0.000000000000000000e+00,2.224359671413286322e-04,5.639928484443923560e-04,0.000000000000000000e+00
1.029575567312512732e+02,-9.749999999999999778e-01,2.191727450885577820e-04,5.138873852231970723e-04,0.000000000000000000e+00,2.059405682456813818e-04,5.091709252116737461e-04,0.000000000000000000e+00
1.156887528316282072e+02,-9.749999999999999778e-01,2.032787473867295864e-04,4.574619965370697048e-04,0.000000000000000000e+00,1.880097706329864288e-04,4.547626638604696826e-04,0.000000000000000000e+00
