1.060000000000000000e+02,9.749999999999999778e-01,1.503057128910000213e-04,3.059131591800000154e-04,0.000000000000000000e+00,1.432431884769999955e-04,3.073110595699999736e-04,0.000000000000000000e+00
1.190000000000000000e+02,9.749999999999999778e-01,1.378652343749999941e-04,2.782957031250000274e-04,0.000000000000000000e+00,1.284483642579999844e-04,2.822105468749999528e-04,0.000000000000000000e+00
1.330000000000000000e+02,9.749999999999999778e-01,1.253356201170000050e-04,2.558942138670000101e-04,0.000000000000000000e+00,1.174671508789999866e-04,2.583280273439999999e-04,0.000000000000000000e+00
1.500000000000000000e+02,9.749999999999999778e-01,1.107618408200000025e-04,2.302572509769999938e-04,0.000000000000000000e+00,1.025854492189999919e-04,2.318546142579999670e-04,0.000000000000000000e+00
1.680000000000000000e+02,9.749999999999999778e-01,9.795776977499999255e-05,2.075165771480000018e-04,0.000000000000000000e+00,9.250786743199999526e-05,2.066923583979999907e-04,0.000000000000000000e+00
1.880000000000000000e+02,9.749999999999999778e-01,8.652482910200000028e-05,1.807875732419999995e-04,0.000000000000000000e+00,8.090816650400000536e-05,1.829198608400000063e-04,0.000000000000000000e+00
2.110000000000000000e+02,9.749999999999999778e-01,7.687039794900000697e-05,1.596848999020000022e-04,0.000000000000000000e+00,6.943417968799999330e-05,1.583062011719999960e-04,0.000000000000000000e+00
2.370000000000000000e+02,9.749999999999999778e-01,6.491726074199998756e-05,1.348088867189999984e-04,0.000000000000000000e+00,5.918666381799999763e-05,1.364126342770000165e-04,0.000000000000000000e+00
2.660000000000000000e+02,9.749999999999999778e-01,5.470305175800000032e-05,1.176805297850000068e-04,0.000000000000000000e+00,5.014759216299999702e-05,1.152412109379999941e-04,0.000000000000000000e+00
2.990000000000000000e+02,9.749999999999999778e-01,4.676842041000000199e-05,9.851513061500000461e-05,0.000000000000000000e+00,4.255000610400000015e-05,9.905935668900000646e-05,0.000000000000000000e+00
3.350000000000000000e+02,9.749999999999999778e-01,3.870371704099999957e-05,8.321281738300000488e-05,0.000000000000000000e+00,3.529005432100000518e-05,8.294351196300001094e-05,0.000000000000000000e+00
3.760000000000000000e+02,9.749999999999999778e-01,3.170266418499999718e-05,6.850238037099999914e-05,0.000000000000000000e+00,2.896318054200000073e-05,6.770619506799999338e-05,0.000000000000000000e+00
4.220000000000000000e+02,9.749999999999999778e-01,2.641328735399999628e-05,5.683260498000000270e-05,0.000000000000000000e+00,2.369055023200000308e-05,5.511903686499999036e-05,0.000000000000000000e+00
4.730000000000000000e+02,9.749999999999999778e-01,2.086972656199999985e-05,4.650522766099999931e-05,0.000000000000000000e+00,1.852793273900000038e-05,4.549167175300000221e-05,0.000000000000000000e+00
5.310000000000000000e+02,9.749999999999999778e-01,1.714803161600000201e-05,3.703600768999999970e-05,0.000000000000000000e+00,1.480837097200000054e-05,3.634374694800000116e-05,0.000000000000000000e+00
5.960000000000000000e+02,9.749999999999999778e-01,1.336552734400000028e-05,3.002021179199999465e-05,0.000000000000000000e+00,1.166960525500000016e-05,2.923898620599999922e-05,0.000000000000000000e+00
6.680000000000000000e+02,9.749999999999999778e-01,1.053839950599999945e-05,2.372719726600000132e-05,0.000000000000000000e+00,9.123693848000000969e-06,2.329757080099999978e-05,0.000000000000000000e+00
7.500000000000000000e+02,9.749999999999999778e-01,8.127994536999999072e-06,1.864452514600000203e-05,0.000000000000000000e+00,7.100421142999999113e-06,1.805727691699999821e-05,0.000000000000000000e+00
8.410000000000000000e+02,9.749999999999999778e-01,6.427930449999999185e-06,1.496127014199999970e-05,0.000000000000000000e+00,5.506702423000000150e-06,1.414608764600000026e-05,0.000000000000000000e+00
9.440000000000000000e+02,9.749999999999999778e-01,4.800933455999999451e-06,1.144230194099999901e-05,0.000000000000000000e+00,4.055915069999999393e-06,1.092298202500000062e-05,0.000000000000000000e+00
1.059000000000000000e+03,9.749999999999999778e-01,3.622519684000000298e-06,9.125022124999999563e-06,0.000000000000000000e+00,3.196700858999999653e-06,8.312080383000000947e-06,0.000000000000000000e+00
1.189000000000000000e+03,9.749999999999999778e-01,2.770902060999999763e-06,6.777551269999999754e-06,0.000000000000000000e+00,2.337422943000000169e-06,6.411981200999999652e-06,0.000000000000000000e+00
1.334000000000000000e+03,9.749999999999999778e-01,2.105420302999999844e-06,5.284351730000000625e-06,0.000000000000000000e+00,1.714723396000000028e-06,4.900851821999999887e-06,0.000000000000000000e+00
1.496000000000000000e+03,9.749999999999999778e-01,1.509706211000000110e-06,4.006499100000000219e-06,0.000000000000000000e+00,1.252312660000000036e-06,3.701501464999999754e-06,0.000000000000000000e+00
1.679000000000000000e+03,9.749999999999999778e-01,1.144981289000000043e-06,2.984230422999999663e-06,0.000000000000000000e+00,9.098715779999998817e-07,2.715318488999999698e-06,0.000000000000000000e+00
1.884000000000000000e+03,9.749999999999999778e-01,8.099978449999999917e-07,2.303664397999999883e-06,0.000000000000000000e+00,6.806084629999999877e-07,2.062721442999999713e-06,0.000000000000000000e+00
2.113000000000000000e+03,9.749999999999999778e-01,5.937210080000000024e-07,1.708555983999999614e-06,0.000000000000000000e+00,4.823251250000000029e-07,1.488040161000000083e-06,0.000000000000000000e+00
2.371000000000000000e+03,9.749999999999999778e-01,4.192018990000000015e-07,1.234167290000000115e-06,0.000000000000000000e+00,3.254544020000000261e-07,1.113916015999999906e-06,0.000000000000000000e+00
2.661000000000000000e+03,9.749999999999999778e-01,2.923758980000000241e-07,9.563543320000002136e-07,0.000000000000000000e+00,2.422296760000000084e-07,8.086175920000000503e-07,0.000000000000000000e+00
2.985000000000000000e+03,9.749999999999999778e-01,2.046908619999999656e-07,6.695785520000000324e-07,0.000000000000000000e+00,1.660168649999999837e-07,5.941596030000000633e-07,0.000000000000000000e+00
3.350000000000000000e+03,9.749999999999999778e-01,1.489929680000000058e-07,4.993247029999999610e-07,0.000000000000000000e+00,1.161803600000000076e-07,4.422221659999999678e-07,0.000000000000000000e+00
3.758000000000000000e+03,9.749999999999999778e-01,1.011863829999999900e-07,3.643205169999999920e-07,0.000000000000000000e+00,8.033074100000000658e-08,3.160288569999999880e-07,0.000000000000000000e+00
4.217000000000000000e+03,9.749999999999999778e-01,6.779470400000000416e-08,2.672847269999999899e-07,0.000000000000000000e+00,5.555808500000000419e-08,2.351914640000000203e-07,0.000000000000000000e+00
