1.250000000000000000e+02,4.370385948821112117e-07,2.568694181836552557e-05,0.000000000000000000e+00,1.462022856915368120e-07,1.164438445054896203e-05,0.000000000000000000e+00
3.750000000000000000e+02,9.010739340319200508e-07,4.762342934006240488e-05,0.000000000000000000e+00,1.614495103730256097e-07,7.328560426987360720e-06,0.000000000000000000e+00
6.250000000000000000e+02,1.124100022883728149e-06,8.079470649795601658e-05,0.000000000000000000e+00,1.545462496223008288e-07,7.600249891916001249e-06,0.000000000000000000e+00
8.750000000000000000e+02,1.159653295950740881e-06,1.071515000711496145e-04,0.000000000000000000e+00,1.519064721919008220e-07,7.196563602649520692e-06,0.000000000000000000e+00
1.125000000000000000e+03,1.174495584076285068e-06,1.258744605374432178e-04,0.000000000000000000e+00,1.465166675569080401e-07,7.831466769241280247e-06,0.000000000000000000e+00
1.375000000000000000e+03,1.084815728579246509e-06,1.364514920038072143e-04,0.000000000000000000e+00,1.309409761510839962e-07,9.238171094922001592e-06,0.000000000000000000e+00
1.625000000000000000e+03,1.060021147476068903e-06,1.388451297220592016e-04,0.000000000000000000e+00,1.426750355989349787e-07,9.072755274312401788e-06,0.000000000000000000e+00
1.875000000000000000e+03,9.253617866964945884e-07,1.507427447287608250e-04,0.000000000000000000e+00,1.407669236883553712e-07,8.540156458798800574e-06,0.000000000000000000e+00
2.125000000000000000e+03,8.525288233325249553e-07,1.559917998355288271e-04,0.000000000000000000e+00,1.343406768583211313e-07,7.845361039623360456e-06,0.000000000000000000e+00
2.375000000000000000e+03,8.283444647326729228e-07,1.548982790111416035e-04,0.000000000000000000e+00,1.424438919712477116e-07,7.214997397263921214e-06,0.000000000000000000e+00
2.625000000000000000e+03,8.165897813957930140e-07,1.580691121313480103e-04,0.000000000000000000e+00,1.289375451144290724e-07,6.497967266734417303e-06,0.000000000000000000e+00
2.875000000000000000e+03,7.206585939023856775e-07,1.589888694668560327e-04,0.000000000000000000e+00,1.276710715700129643e-07,5.737414461579856897e-06,0.000000000000000000e+00
3.125000000000000000e+03,6.136954528336984937e-07,1.465602629509832322e-04,0.000000000000000000e+00,1.220860486969323439e-07,5.229796646800528510e-06,0.000000000000000000e+00
3.375000000000000000e+03,5.611284472819521489e-07,1.263216126038064265e-04,0.000000000000000000e+00,1.160762354069771284e-07,4.528321125733416809e-06,0.000000000000000000e+00
3.625000000000000000e+03,5.732531040761360973e-07,1.047788270969088169e-04,0.000000000000000000e+00,1.148804428799218558e-07,4.267558818564624460e-06,0.000000000000000000e+00
3.875000000000000000e+03,5.570842398922504586e-07,8.143764438245921600e-05,0.000000000000000000e+00,1.093395134984548205e-07,4.419639061221560238e-06,0.000000000000000000e+00
